102041	grmpy	496.000
103679	grmpy	405.000
104235	grmpy	496.000
105176	grmpy	505.000
105767	grmpy	510.000
105860	grmpy	439.000
105979	grmpy	510.000
106039	grmpy	377.000
106071	grmpy	497.000
106246	grmpy	519.000
106331	grmpy	532.000
106880	grmpy	381.000
109521	grmpy	369.000
109646	grmpy	445.000
109735	grmpy	338.000
110168	grmpy	356.000
110828	grmpy	541.000
112061	grmpy	507.000
112126	grmpy	475.000
112249	grmpy	555.000
112332	grmpy	532.000
112694	grmpy	513.000
113111	grmpy	322.000
114709	grmpy	426.000
114713	grmpy	496.000
114990	grmpy	477.000
116019	grmpy	206.000
116051	grmpy	510.000
116210	grmpy	640.000
116354	grmpy	510.000
116360	grmpy	494.000
117226	grmpy	510.000
117397	grmpy	413.000
118393	grmpy	575.000
118864	grmpy	510.000
118990	grmpy	540.000
119302	grmpy	513.000
119791	grmpy	446.000
120217	grmpy	580.000
121001	grmpy	364.000
121085	grmpy	330.000
121407	grmpy	529.000
121476	grmpy	372.000
121670	grmpy	336.000
122522	grmpy	555.000
122528	grmpy	463.000
122801	grmpy	628.000
122916	grmpy	384.000
125511	grmpy	510.000
125535	grmpy	627.000
125554	grmpy	477.000
126176	grmpy	435.000
126554	grmpy	646.000
126903	grmpy	510.000
127008	grmpy	494.000
127305	grmpy	510.000
127417	grmpy	406.000
127542	grmpy	402.000
127611	grmpy	277.000
128061	grmpy	415.000
128154	grmpy	368.000
129405	grmpy	372.000
129720	grmpy	358.000
129926	grmpy	305.000
130211	grmpy	454.000
130687	grmpy	530.000
130759	grmpy	343.000
130896	grmpy	372.000
131224	grmpy	597.000
13186	grmpy	652.000
132224	grmpy	348.000
132657	grmpy	483.000
139272	grmpy	355.000
81760	grmpy	455.000
82051	grmpy	500.000
82063	grmpy	447.000
82492	grmpy	510.000
82790	grmpy	510.000
83010	grmpy	427.000
83454	grmpy	544.000
83999	grmpy	548.000
84103	grmpy	360.000
84354	grmpy	382.000
84688	grmpy	388.000
84761	grmpy	510.000
84973	grmpy	806.000
85083	grmpy	386.000
85173	grmpy	460.000
85369	grmpy	510.000
85853	grmpy	554.000
86287	grmpy	511.000
86350	grmpy	484.000
86444	grmpy	463.000
86924	grmpy	493.000
87135	grmpy	510.000
87346	grmpy	351.000
87457	grmpy	511.000
87538	grmpy	475.000
87563	grmpy	510.000
87601	grmpy	543.000
87646	grmpy	511.000
87804	grmpy	435.000
87990	grmpy	556.000
88209	grmpy	510.000
88402	grmpy	511.000
88608	grmpy	502.000
88770	grmpy	386.000
89377	grmpy	500.000
90060	grmpy	661.000
90077	grmpy	672.000
90262	grmpy	597.000
90281	grmpy	479.000
90683	grmpy	510.000
91919	grmpy	805.000
91962	grmpy	510.000
92193	grmpy	577.000
92211	grmpy	488.000
99352	grmpy	524.000
92927	grmpy	399.000
93051	grmpy	487.000
93169	grmpy	510.000
93278	grmpy	406.000
93292	grmpy	511.000
93406	grmpy	452.000
93549	grmpy	608.000
93734	grmpy	561.000
93787	grmpy	473.000
93856	grmpy	510.000
94848	grmpy	446.000
95015	grmpy	274.000
95460	grmpy	391.000
96659	grmpy	491.000
97092	grmpy	418.000
97271	grmpy	715.000
97485	grmpy	491.000
97994	grmpy	588.000
98314	grmpy	510.000
98394	grmpy	326.000
98567	grmpy	410.000
98831	grmpy	510.000
98871	grmpy	463.000
99352	grmpy	528.000
99604	grmpy	533.000
99949	grmpy	514.000
99964	grmpy	556.000
