102041	grmpy	22.000
103679	grmpy	0.000
104235	grmpy	51.000
105176	grmpy	13.000
105767	grmpy	0.000
105860	grmpy	48.000
105979	grmpy	0.000
106039	grmpy	83.000
106071	grmpy	14.000
106246	grmpy	10.000
106331	grmpy	54.000
106880	grmpy	55.000
109521	grmpy	0.000
109646	grmpy	34.000
109735	grmpy	56.000
110168	grmpy	35.000
110828	grmpy	8.000
112061	grmpy	13.000
112126	grmpy	14.000
112249	grmpy	2.000
112332	grmpy	77.000
112694	grmpy	27.000
113111	grmpy	41.000
114709	grmpy	101.000
114713	grmpy	0.000
114990	grmpy	48.000
116019	grmpy	190.000
116051	grmpy	0.000
116210	grmpy	21.000
116354	grmpy	0.000
116360	grmpy	8.000
117226	grmpy	33.000
117397	grmpy	85.000
118393	grmpy	0.000
118864	grmpy	5.000
118990	grmpy	0.000
119302	grmpy	0.000
119791	grmpy	33.000
120217	grmpy	6.000
121001	grmpy	81.000
121085	grmpy	3.000
121407	grmpy	27.000
121476	grmpy	111.000
121670	grmpy	22.000
122522	grmpy	4.000
122528	grmpy	0.000
122801	grmpy	0.000
122916	grmpy	17.000
125511	grmpy	0.000
125535	grmpy	21.000
125554	grmpy	49.000
126176	grmpy	31.000
126554	grmpy	38.000
126903	grmpy	0.000
127008	grmpy	7.000
127305	grmpy	0.000
127417	grmpy	8.000
127542	grmpy	32.000
127611	grmpy	61.000
128061	grmpy	57.000
128154	grmpy	84.000
129405	grmpy	60.000
129720	grmpy	119.000
129926	grmpy	41.000
130211	grmpy	0.000
130687	grmpy	1.000
130759	grmpy	85.000
130896	grmpy	32.000
131224	grmpy	31.000
13186	grmpy	87.000
132224	grmpy	100.000
132657	grmpy	3.000
139272	grmpy	48.000
81760	grmpy	46.000
82051	grmpy	12.000
82063	grmpy	3.000
82492	grmpy	0.000
82790	grmpy	1.000
83010	grmpy	52.000
83454	grmpy	16.000
83999	grmpy	0.000
84103	grmpy	47.000
84354	grmpy	40.000
84688	grmpy	0.000
84761	grmpy	0.000
84973	grmpy	0.000
85083	grmpy	31.000
85173	grmpy	30.000
85369	grmpy	0.000
85853	grmpy	24.000
86287	grmpy	18.000
86350	grmpy	1.000
86444	grmpy	0.000
86924	grmpy	43.000
87135	grmpy	5.000
87346	grmpy	0.000
87457	grmpy	0.000
87538	grmpy	78.000
87563	grmpy	7.000
87601	grmpy	0.000
87646	grmpy	14.000
87804	grmpy	31.000
87990	grmpy	27.000
88209	grmpy	0.000
88402	grmpy	37.000
88608	grmpy	77.000
88770	grmpy	58.000
89377	grmpy	10.000
90060	grmpy	2.000
90077	grmpy	2.000
90262	grmpy	64.000
90281	grmpy	20.000
90683	grmpy	0.000
91919	grmpy	15.000
91962	grmpy	0.000
92193	grmpy	70.000
92211	grmpy	9.000
99352	grmpy	63.000
92927	grmpy	96.000
93051	grmpy	5.000
93169	grmpy	0.000
93278	grmpy	28.000
93292	grmpy	30.000
93406	grmpy	0.000
93549	grmpy	2.000
93734	grmpy	46.000
93787	grmpy	11.000
93856	grmpy	0.000
94848	grmpy	64.000
95015	grmpy	120.000
95460	grmpy	92.000
96659	grmpy	24.000
97092	grmpy	91.000
97271	grmpy	13.000
97485	grmpy	14.000
97994	grmpy	11.000
98314	grmpy	0.000
98394	grmpy	29.000
98567	grmpy	50.000
98831	grmpy	49.000
98871	grmpy	26.000
99352	grmpy	83.000
99604	grmpy	9.000
99949	grmpy	0.000
99964	grmpy	6.000
