102041	grmpy	11.306
103679	grmpy	5.165
104235	grmpy	15.505
105176	grmpy	2.500
105767	grmpy	16.000
105860	grmpy	4.551
105979	grmpy	16.000
106039	grmpy	1.833
106071	grmpy	15.086
106246	grmpy	12.962
106331	grmpy	7.376
106880	grmpy	2.911
109521	grmpy	3.669
109646	grmpy	12.272
109735	grmpy	2.011
110168	grmpy	2.925
110828	grmpy	1.858
112061	grmpy	9.051
112126	grmpy	8.272
112249	grmpy	12.975
112332	grmpy	1.828
112694	grmpy	14.509
113111	grmpy	3.210
114709	grmpy	4.132
114713	grmpy	15.458
114990	grmpy	8.625
116019	grmpy	0.033
116051	grmpy	16.000
116210	grmpy	7.137
116354	grmpy	16.000
116360	grmpy	10.420
117226	grmpy	16.000
117397	grmpy	2.890
118393	grmpy	8.516
118864	grmpy	16.000
118990	grmpy	12.736
119302	grmpy	14.804
119791	grmpy	6.258
120217	grmpy	8.790
121001	grmpy	2.327
121085	grmpy	3.702
121407	grmpy	7.364
121476	grmpy	0.758
121670	grmpy	3.900
122522	grmpy	7.330
122528	grmpy	11.167
122801	grmpy	7.191
122916	grmpy	2.235
125511	grmpy	16.000
125535	grmpy	1.575
125554	grmpy	11.677
126176	grmpy	10.013
126554	grmpy	2.743
126903	grmpy	16.000
127008	grmpy	11.145
127305	grmpy	16.000
127417	grmpy	2.949
127542	grmpy	3.065
127611	grmpy	1.573
128061	grmpy	7.031
128154	grmpy	3.026
129405	grmpy	0.781
129720	grmpy	3.476
129926	grmpy	1.080
130211	grmpy	5.692
130687	grmpy	14.936
130759	grmpy	2.907
130896	grmpy	3.030
131224	grmpy	7.535
13186	grmpy	1.665
132224	grmpy	1.841
132657	grmpy	15.086
139272	grmpy	3.266
81760	grmpy	7.188
82051	grmpy	13.705
82063	grmpy	9.599
82492	grmpy	16.000
82790	grmpy	16.000
83010	grmpy	8.523
83454	grmpy	9.457
83999	grmpy	7.121
84103	grmpy	5.356
84354	grmpy	2.553
84688	grmpy	4.236
84761	grmpy	16.000
84973	grmpy	2.110
85083	grmpy	1.968
85173	grmpy	9.347
85369	grmpy	16.000
85853	grmpy	2.031
86287	grmpy	15.665
86350	grmpy	13.919
86444	grmpy	8.336
86924	grmpy	4.667
87135	grmpy	16.000
87346	grmpy	3.761
87457	grmpy	9.840
87538	grmpy	8.661
87563	grmpy	16.000
87601	grmpy	14.971
87646	grmpy	15.371
87804	grmpy	7.758
87990	grmpy	5.800
88209	grmpy	16.000
88402	grmpy	15.393
88608	grmpy	3.819
88770	grmpy	2.989
89377	grmpy	7.550
90060	grmpy	3.645
90077	grmpy	7.735
90262	grmpy	3.313
90281	grmpy	2.671
90683	grmpy	16.000
91919	grmpy	1.607
91962	grmpy	16.000
92193	grmpy	1.950
92211	grmpy	8.069
99352	grmpy	2.228
92927	grmpy	2.303
93051	grmpy	14.290
93169	grmpy	16.000
93278	grmpy	4.630
93292	grmpy	16.000
93406	grmpy	7.060
93549	grmpy	6.104
93734	grmpy	10.338
93787	grmpy	13.106
93856	grmpy	16.000
94848	grmpy	8.103
95015	grmpy	1.109
95460	grmpy	2.845
96659	grmpy	12.271
97092	grmpy	3.956
97271	grmpy	2.278
97485	grmpy	7.467
97994	grmpy	9.981
98314	grmpy	16.000
98394	grmpy	1.510
98567	grmpy	0.850
98831	grmpy	16.000
98871	grmpy	9.996
99352	grmpy	10.295
99604	grmpy	13.380
99949	grmpy	14.069
99964	grmpy	15.453
